n_clusters,cluster_acc,classification_accuracy,nmi_score,ari_score,silhouette_score,calinski_harabasz_index,davies_bouldin_index
12,0.8577,0.8577,0.8672646564576897,0.8420110521818501,0.12754136,887.5369560632124,2.3084576460945736
11,0.8781,0.8781,0.8502451733122411,0.8211190747411116,0.13509935,926.7922354597761,2.2068268069618386
8,0.6354,0.6354,0.770027982347178,0.6254809136204913,0.1410687,1026.2391049768082,1.9901964549607638
10,0.9566,0.9566,0.8940072535625917,0.9066040936098946,0.16134194,1049.0012619872248,1.7630412070331711
9,0.8638,0.8638,0.862145083706238,0.8152249540000117,0.16274068,1085.3152054982988,1.7810343770014139
